id_dep,nome,deputado,partido,UF,tema_1,tema_2,tema_3,tema_4,tema_5,tema_6,tema_7,tema_8,tema_9,tema_10,tema_11,tema_12,tema_13,tema_14,tema_15,tema_16,tema_17,tema_18,tema_19,IMPEACHMENT
178864,AdailCarneiro,Adail Carneiro,phs,CE,sim,sim,sim,sim,nao,nao,sim,sim,sim,sim,sim,sim,nao,sim,nao,sim,nao,sim,nao,sim
178914,AdalbertoCavalcanti,Adalberto Cavalcanti,ptb,PE,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,sim,nao votou,sim,sim,nao votou,nao votou,sim,sim,sim,sim,nao
178890,AdelmoCarneiroLeao,Adelmo Carneiro Leão,pt,MG,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,nao votou,nao votou,nao
178968,AdelsonBarreto,Adelson Barreto,ptb,SE,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao,nao,sim,sim,sim,sim,sim
178903,AdiltonSachetti,Adilton Sachetti,psb,MT,sim,nao,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao,sim,nao,sim,sim,sim,sim,sim
141372,AeltonFreitas,Aelton Freitas,pr,MG,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao
160508,AfonsoFlorence,Afonso Florence,pt,BA,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,nao
136811,AfonsoHamm,Afonso Hamm,pp,RS,sim,sim,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,sim,nao,sim,sim,sim
178835,AfonsoMotta,Afonso Motta,pdt,RS,sim,nao,sim,sim,nao,nao,nao,nao,sim,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao
160527,AguinaldoRibeiro,Aguinaldo Ribeiro,pp,PB,sim,sim,sim,nao,nao votou,nao votou,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,nao,sim,sim,sim
178836,AlanRick,Alan Rick,prb,AC,nao,sim,sim,sim,sim,sim,sim,nao,sim,nao,sim,sim,sim,sim,nao,sim,nao,sim,sim,sim
160582,AlbertoFilho,Alberto Filho,pmdb,MA,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim
73579,AlbertoFraga,Alberto Fraga,dem,DF,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,nao,nao,nao,sim,sim,sim
160559,AlceuMoreira,Alceu Moreira,pmdb,RS,sim,nao,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,sim,nao,sim,nao,sim,sim,sim
160511,AlessandroMolon,Alessandro Molon,pt,RJ,nao votou,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,nao
160511,AlessandroMolon,Alessandro Molon,rede,RJ,nao,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao
178875,AlexandreBaldy,Alexandre Baldy,psdb,GO,sim,nao votou,sim,nao votou,sim,sim,nao votou,nao votou,sim,nao votou,sim,nao votou,nao votou,nao,nao,sim,sim,sim,nao,sim
160545,AlexandreLeite,Alexandre Leite,dem,SP,sim,nao votou,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,nao,nao,sim,sim,sim,sim,sim
178833,AlexandreSerfiotis,Alexandre Serfiotis,psd,RJ,nao,sim,nao,sim,sim,sim,sim,sim,sim,nao,nao,sim,nao votou,sim,nao,nao,nao,sim,nao,sim
178936,AlexandreValle,Alexandre Valle,prp,RJ,sim,sim,sim,sim,nao votou,nao votou,sim,sim,sim,nao,sim,sim,sim,sim,nao,sim,sim,sim,nao,sim
73458,AlexCanziani,Alex Canziani,ptb,PR,sim,nao votou,sim,nao votou,nao,nao,sim,sim,sim,nao,sim,nao,sim,sim,sim,nao,nao votou,sim,nao,sim
178972,AlexManente,Alex Manente,pps,SP,sim,sim,sim,sim,sim,sim,nao,nao,sim,nao,sim,sim,sim,nao,nao,nao,sim,sim,nao,sim
141454,AlfredoKaefer,Alfredo Kaefer,psdb,PR,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao,nao,nao,sim,nao,sim,nao,sim
178846,AlfredoNascimento,Alfredo Nascimento,pr,AM,sim,sim,sim,sim,nao votou,nao votou,sim,sim,sim,nao,sim,sim,nao votou,sim,sim,nao votou,nao votou,nao votou,nao votou,sim
74057,AlicePortugal,Alice Portugal,pcdob,BA,nao,nao,sim,nao votou,nao,nao votou,nao,nao,nao,sim,nao,sim,sim,nao votou,sim,nao,nao,sim,nao,nao
178927,AlielMachado,Aliel Machado,rede,PR,nao,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao
178927,AlielMachado,Aliel Machado,pcdob,PR,nao votou,sim,sim,nao,nao,nao,nao,nao,nao,sim,nao,sim,sim,sim,nao,nao,nao votou,sim,nao,nao
178937,AltineuCortes,Altineu Côrtes,pr,RJ,sim,sim,nao votou,sim,sim,sim,nao votou,sim,sim,nao,sim,sim,nao votou,sim,nao votou,sim,nao,sim,sim,sim
178881,AluisioMendes,Aluisio Mendes,psdc,MA,sim,sim,sim,nao,sim,sim,sim,nao,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,sim,nao
178973,AnaPerugini,Ana Perugini,pt,SP,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,nao
160551,AndersonFerreira,Anderson Ferreira,pr,PE,sim,sim,nao,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,sim,sim,sim,nao votou,sim,nao,sim
178831,AndreAbdon,André Abdon,prb,AP,sim,sim,sim,sim,sim,sim,sim,nao,sim,nao,sim,sim,nao,sim,sim,nao,nao,sim,nao,sim
178882,AndreFufuca,André Fufuca,pen,MA,sim,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim
160543,AndreMoura,Andre Moura,psc,SE,nao votou,nao votou,nao,sim,sim,sim,sim,sim,sim,sim,nao votou,sim,sim,nao votou,nao,sim,nao votou,sim,sim,sim
178974,AndresSanchez,Andres Sanchez,pt,SP,nao,sim,sim,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,nao
178837,Angelim,Angelim,pt,AC,nao,nao votou,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,nao
74212,AnibalGomes,Aníbal Gomes,pmdb,CE,sim,nao votou,sim,sim,sim,sim,sim,sim,nao votou,sim,nao votou,sim,nao,sim,sim,nao votou,nao votou,sim,nao votou,nao votou
160553,AntonioBrito,Antonio Brito,ptb,BA,nao votou,nao votou,sim,sim,nao,nao,sim,sim,sim,sim,sim,sim,nao votou,nao,nao votou,nao,nao,sim,sim,nao
141383,AntonioBulhoes,Antonio Bulhões,prb,SP,sim,sim,sim,sim,sim,sim,sim,nao,nao,nao,sim,sim,nao,sim,sim,nao,nao,sim,nao,sim
160530,AntonioImbassahy,Antonio Imbassahy,psdb,BA,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao,nao,nao,nao,sim,sim,nao,sim
178950,AntonioJacome,Antônio Jácome,pmn,RN,nao,sim,sim,sim,sim,sim,sim,nao,nao votou,nao,sim,sim,nao votou,nao,nao,nao,sim,sim,sim,sim
73433,ArlindoChinaglia,Arlindo Chinaglia,pt,SP,nao,nao votou,sim,nao votou,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,nao
73434,ArnaldoFariadeSa,Arnaldo Faria de Sá,ptb,SP,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,sim,nao,nao,nao,sim,sim,nao,sim
160602,ArnaldoJordy,Arnaldo Jordy,pps,PA,sim,nao votou,nao votou,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,sim,sim,nao,sim
74291,ArnonBezerra,Arnon Bezerra,ptb,CE,sim,nao votou,nao votou,sim,sim,nao,sim,sim,sim,sim,sim,nao,nao votou,sim,sim,nao votou,nao votou,sim,nao votou,nao
160541,ArthurLira,Arthur Lira,pp,AL,sim,nao,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao,nao votou,nao votou,nao votou,sim
160600,ArthurOliveiraMaia,Arthur Oliveira Maia,solidaried,BA,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,sim,nao votou,nao,nao,nao votou,nao votou,sim,nao votou,sim
178847,ArthurVirgilioBisneto,Arthur Virgílio Bisneto,psdb,AM,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,nao,sim,nao,sim,nao,sim
159237,AssisCarvalho,Assis Carvalho,pt,PI,sim,sim,sim,nao,nao votou,nao votou,nao,nao,nao,nao,nao,sim,nao votou,sim,sim,sim,nao,nao votou,nao,nao
74378,AssisdoCouto,Assis do Couto,pt,PR,sim,nao,sim,nao votou,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao votou,sim,nao,sim,sim,nao
74090,AtilaLins,Átila Lins,psd,AM,nao votou,sim,sim,sim,sim,sim,sim,nao votou,sim,nao votou,sim,sim,nao,sim,sim,nao votou,nao votou,sim,sim,sim
74459,AtilaLira,Átila Lira,psb,PI,sim,sim,sim,sim,nao,nao,sim,sim,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,sim,sim
73655,AugustoCarvalho,Augusto Carvalho,solidaried,DF,sim,sim,nao,nao,nao,nao,sim,nao,sim,sim,nao,sim,sim,nao,nao,sim,sim,sim,sim,sim
160665,AugustoCoutinho,Augusto Coutinho,solidaried,PE,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,nao,sim,nao,nao,nao,nao,nao votou,nao votou,sim,nao votou,sim
160512,Aureo,Aureo,solidaried,RJ,sim,sim,sim,sim,nao,nao,sim,sim,sim,nao,nao votou,sim,sim,nao,nao,nao votou,nao votou,sim,nao votou,sim
69871,Bacelar,Bacelar,ptn,BA,sim,sim,sim,sim,nao,nao,sim,nao,nao,nao,sim,sim,nao,sim,sim,nao,nao,sim,nao,nao
178975,BaleiaRossi,Baleia Rossi,pmdb,SP,sim,sim,sim,nao votou,sim,sim,sim,nao,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,sim
178834,Bebeto,Bebeto,psb,BA,nao votou,nao votou,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao votou,sim,nao
73701,BeneditadaSilva,Benedita da Silva,pt,RJ,nao,sim,sim,nao votou,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,nao
74535,BenitoGama,Benito Gama,ptb,BA,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,sim,nao,nao,nao,sim,nao,sim,nao,sim
74040,BenjaminMaranhao,Benjamin Maranhão,solidaried,PB,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao votou,nao,nao,nao votou,nao votou,sim,nao votou,sim
178915,BetinhoGomes,Betinho Gomes,psdb,PE,sim,sim,sim,nao votou,nao,nao,sim,sim,sim,nao,sim,sim,sim,nao,nao,sim,sim,sim,nao,sim
141335,BetoFaro,Beto Faro,pt,PA,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,nao
73437,BetoMansur,Beto Mansur,prb,SP,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao,nao votou,sim,nao votou,nao votou,nao votou,nao votou,sim
178948,BetoRosado,Beto Rosado,pp,RN,sim,sim,sim,nao votou,sim,sim,sim,sim,sim,nao,sim,sim,nao,nao votou,nao,sim,nao,sim,sim,sim
178906,BetoSalame,Beto Salame,pros,PA,nao votou,sim,sim,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao votou
141513,BilacPinto,Bilac Pinto,pr,MG,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim
160538,BohnGass,Bohn Gass,pt,RS,nao,nao votou,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,nao
74650,BonifaciodeAndrada,Bonifácio de Andrada,psdb,MG,sim,sim,nao,sim,sim,sim,sim,sim,nao votou,sim,sim,sim,sim,nao votou,nao,nao,nao,sim,nao,sim
160589,BrunaFurlan,Bruna Furlan,psdb,SP,sim,nao votou,nao votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,nao,sim,nao,sim,nao,sim
178999,Brunny,Brunny,ptc,MG,nao,sim,nao votou,nao,sim,sim,nao votou,nao,nao,nao,nao,nao votou,sim,sim,sim,nao,nao,sim,nao,nao
141394,BrunoAraujo,Bruno Araújo,psdb,PE,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,sim,sim,sim,nao votou,nao votou,nao,sim,nao,sim,nao,sim
178976,BrunoCovas,Bruno Covas,psdb,SP,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,sim,nao,sim
178938,CaboDaciolo,Cabo Daciolo,s.part.,RJ,nao,nao votou,nao,nao votou,nao,nao,nao,nao votou,nao,nao votou,nao,sim,nao votou,nao,nao,nao,sim,nao votou,nao,sim
178865,CaboSabino,Cabo Sabino,pr,CE,nao,sim,nao votou,sim,sim,sim,sim,nao,nao,nao,nao votou,sim,nao,sim,sim,nao,sim,sim,sim,sim
93083,CacaLeao,Cacá Leão,pp,BA,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,nao,sim,sim,nao votou
178853,Caetano,Caetano,pt,BA,nao,sim,sim,nao votou,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,nao
178891,CaioNarcio,Caio Narcio,psdb,MG,sim,sim,nao,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao votou,nao,nao,sim,nao,nao votou,nao,sim
178829,CapitaoAugusto,Capitão Augusto,pr,SP,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,sim,sim,sim,nao,sim,nao,sim
178958,CarlosAndrade,Carlos Andrade,phs,RR,nao votou,sim,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,nao votou,nao,sim,nao,sim,nao,nao votou,nao,sim
141401,CarlosBezerra,Carlos Bezerra,pmdb,MT,sim,sim,sim,nao votou,nao,nao,sim,sim,nao votou,nao,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim
178962,CarlosGomes,Carlos Gomes,prb,RS,sim,nao,sim,sim,sim,sim,sim,nao,sim,nao,sim,sim,nao,sim,sim,sim,nao,sim,sim,sim
178993,CarlosHenriqueGaguim,Carlos Henrique Gaguim,pmdb,TO,sim,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim
74163,CarlosManato,Carlos Manato,solidaried,ES,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,nao,nao,sim,nao,sim,sim,sim
178900,CarlosMarun,Carlos Marun,pmdb,MS,nao votou,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim
74651,CarlosMelles,Carlos Melles,dem,MG,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,nao votou,sim,nao,sim,sim,nao,sim
74262,CarlosSampaio,Carlos Sampaio,psdb,SP,nao votou,nao votou,nao votou,sim,sim,sim,sim,sim,nao votou,nao,sim,sim,sim,nao,nao,sim,nao,sim,nao,sim
141398,CarlosZarattini,Carlos Zarattini,pt,SP,sim,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao votou,sim,sim,sim,nao,nao votou,nao,nao
164360,CarmenZanotto,Carmen Zanotto,pps,SC,sim,sim,sim,sim,nao,nao,nao,nao,sim,nao,sim,sim,sim,nao,nao,nao,sim,sim,nao,sim
178876,CelioSilveira,Célio Silveira,psdb,GO,sim,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,nao,nao,sim,nao,sim,nao,sim
141405,CelsoMaldaner,Celso Maldaner,pmdb,SC,sim,nao votou,sim,sim,nao,sim,sim,sim,sim,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
72912,CelsoPansera,Celso Pansera,pmdb,RJ,nao votou,nao votou,sim,nao votou,nao,nao,sim,sim,sim,sim,nao votou,nao,sim,sim,sim,nao,sim,nao votou,sim,nao
73441,CelsoRussomanno,Celso Russomanno,prb,SP,sim,nao votou,sim,nao votou,sim,sim,sim,nao,nao votou,nao,sim,sim,sim,sim,sim,nao,nao,sim,nao,sim
160576,CesarHalum,César Halum,prb,TO,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao,sim,sim,sim,sim,sim,nao votou,sim
178838,CesarMessias,César Messias,psb,AC,sim,nao votou,nao votou,sim,nao,nao,nao votou,nao,nao votou,nao,nao votou,nao votou,nao,nao,nao,sim,nao,sim,sim,nao
73720,CesarSouza,Cesar Souza,psd,SC,sim,sim,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,sim,sim,sim,nao votou,nao,sim
74171,ChicoAlencar,Chico Alencar,psol,RJ,nao,nao,nao,nao,nao,nao votou,nao votou,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,sim,nao,nao
141440,ChicoLopes,Chico Lopes,pcdob,CE,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,nao,sim,sim,sim,sim,nao,nao,sim,nao,nao
178928,ChristianedeSouzaYared,Christiane de Souza Yared,ptn,PR,nao,sim,sim,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,nao,nao,sim,nao,sim
178841,CiceroAlmeida,Cícero Almeida,psd,AL,sim,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,sim
178841,CiceroAlmeida,Cícero Almeida,prtb,AL,nao votou,sim,sim,sim,sim,sim,sim,nao,nao votou,sim,sim,sim,sim,nao,nao,sim,nao,sim,sim,sim
178939,ClarissaGarotinho,Clarissa Garotinho,pr,RJ,sim,sim,nao votou,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,sim,nao,sim,nao,nao votou
74537,ClaudioCajado,Claudio Cajado,dem,BA,nao votou,nao votou,sim,nao votou,sim,sim,sim,sim,nao votou,sim,sim,sim,nao votou,sim,sim,nao votou,sim,nao votou,nao votou,sim
141408,CleberVerde,Cleber Verde,prb,MA,sim,nao votou,sim,nao votou,sim,sim,sim,nao,sim,nao,sim,sim,sim,sim,sim,nao votou,nao votou,sim,nao votou,sim
178963,CovattiFilho,Covatti Filho,pp,RS,sim,nao,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,nao,sim,sim,sim
93472,CristianeBrasil,Cristiane Brasil,ptb,RJ,nao votou,nao votou,nao votou,sim,sim,sim,sim,sim,nao votou,sim,sim,sim,sim,nao,nao,nao votou,nao votou,nao votou,nao votou,sim
141411,Dagoberto,Dagoberto,pdt,MS,sim,nao,sim,sim,nao,nao,nao,nao,sim,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao
74467,DamiaoFeliciano,Damião Feliciano,pdt,PB,nao,sim,sim,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao votou,nao votou,sim,nao votou,nao
178892,DaminaPereira,Dâmina Pereira,pmn,MG,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao votou,sim,sim,sim,nao,nao votou,sim,sim
74060,DanielAlmeida,Daniel Almeida,pcdob,BA,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,nao,sim,sim,sim,sim,nao,nao,sim,nao,nao
178916,DanielCoelho,Daniel Coelho,psdb,PE,sim,sim,nao,nao votou,sim,sim,sim,nao votou,sim,sim,nao,sim,sim,nao,nao,sim,sim,sim,nao,sim
144523,DanielVilela,Daniel Vilela,pmdb,GO,nao,nao votou,sim,sim,sim,sim,sim,nao,sim,sim,sim,sim,nao,sim,sim,sim,sim,sim,sim,sim
62881,DaniloForte,Danilo Forte,pmdb,CE,nao votou,nao votou,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,nao,sim,nao,sim,sim,sim
160552,DanrleideDeusHinterholz,Danrlei de Deus Hinterholz,psd,RS,sim,sim,sim,sim,sim,sim,sim,sim,nao,nao,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim
73891,DarcisioPerondi,Darcísio Perondi,pmdb,RS,sim,nao,sim,nao,nao,nao,sim,sim,sim,nao,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim
101309,DavidsonMagalhaes,Davidson Magalhães,pcdob,BA,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,nao,sim,sim,sim,sim,nao,nao,sim,nao,nao
141413,DecioLima,Décio Lima,pt,SC,nao,sim,nao votou,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao votou,sim,sim,nao votou,sim,nao,nao
178908,DelegadoEderMauro,Delegado Éder Mauro,psd,PA,nao,sim,sim,sim,sim,sim,sim,sim,nao votou,nao,sim,sim,sim,nao,sim,sim,nao,sim,nao,sim
178893,DelegadoEdsonMoreira,Delegado Edson Moreira,ptn,MG,nao,sim,nao,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao,sim,sim,nao,nao,sim,nao,sim
164359,DelegadoWaldir,Delegado Waldir,psdb,GO,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,nao,nao,sim,sim,sim,sim
74172,Deley,Deley,ptb,RJ,sim,nao votou,sim,sim,nao,nao votou,sim,sim,nao,sim,nao,sim,sim,nao,nao,nao votou,nao votou,sim,nao votou,sim
160588,DiegoAndrade,Diego Andrade,psd,MG,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao votou,sim,sim,nao votou,nao votou,sim,nao votou,sim
178929,DiegoGarcia,Diego Garcia,phs,PR,nao votou,sim,sim,sim,nao,nao,sim,nao,nao,sim,sim,sim,nao,sim,nao,sim,nao,sim,nao,sim
73768,DilceuSperafico,Dilceu Sperafico,pp,PR,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim
160599,DimasFabiano,Dimas Fabiano,pp,MG,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,nao,sim,sim,sim,sim,sim
143632,DomingosNeto,Domingos Neto,pros,CE,sim,nao votou,sim,sim,nao,nao votou,sim,nao,sim,sim,sim,sim,nao votou,sim,sim,nao votou,nao votou,sim,nao votou,nao
160758,DomingosSavio,Domingos Sávio,psdb,MG,sim,nao votou,nao,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao votou,nao,nao votou,sim,nao,sim,nao,sim
178994,DulceMiranda,Dulce Miranda,pmdb,TO,sim,sim,sim,sim,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim
73447,EdinhoAraujo,Edinho Araújo,pmdb,SP,nao,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,sim
141417,EdioLopes,Edio Lopes,pmdb,RR,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,nao,sim,sim,nao
134812,EdmilsonRodrigues,Edmilson Rodrigues,psol,PA,nao,nao,nao,nao,nao,nao votou,nao votou,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,sim,nao,nao
74655,EduardoBarbosa,Eduardo Barbosa,psdb,MG,sim,sim,nao,sim,nao,nao,sim,sim,sim,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,sim
92346,EduardoBolsonaro,Eduardo Bolsonaro,psc,SP,nao,sim,nao,sim,sim,sim,sim,sim,nao votou,sim,sim,sim,nao,nao,nao,sim,nao votou,sim,sim,sim
178977,EduardoCury,Eduardo Cury,psdb,SP,sim,nao votou,nao,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao votou,nao,nao,nao,sim,sim,nao,sim
141421,EduardodaFonte,Eduardo da Fonte,pp,PE,nao votou,nao votou,nao votou,sim,sim,sim,nao votou,nao votou,sim,nao votou,nao votou,nao votou,sim,sim,sim,nao votou,nao votou,nao votou,nao,sim
141422,EfraimFilho,Efraim Filho,dem,PB,sim,sim,nao votou,nao votou,sim,sim,sim,sim,sim,sim,sim,nao,sim,nao,nao,nao,sim,sim,sim,sim
74075,ElcioneBarbalho,Elcione Barbalho,pmdb,PA,sim,sim,nao votou,nao votou,nao,nao,nao,nao,sim,sim,nao votou,sim,sim,sim,sim,nao votou,nao votou,nao votou,nao votou,nao
160532,EliCorreaFilho,Eli Corrêa Filho,dem,SP,nao votou,nao votou,sim,sim,sim,sim,sim,nao votou,sim,nao votou,sim,sim,sim,nao,nao,nao,sim,sim,nao votou,sim
181316,ElizeuDionizio,Elizeu Dionizio,psdb,MS,sim,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,sim
181316,ElizeuDionizio,Elizeu Dionizio,solidaried,MS,nao votou,sim,nao,sim,sim,sim,sim,nao,sim,nao,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim
178883,ElizianeGama,Eliziane Gama,pps,MA,nao votou,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,sim,sim,nao,sim
178883,ElizianeGama,Eliziane Gama,rede,MA,nao,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,sim
178854,ElmarNascimento,Elmar Nascimento,dem,BA,sim,sim,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,nao votou,sim,nao,sim,sim,sim,sim
132504,EnioVerri,Enio Verri,pt,PR,sim,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,nao
160575,ErikaKokay,Erika Kokay,pt,DF,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao votou,nao votou,sim,nao,sim,nao,nao
99654,EriveltonSantana,Erivelton Santana,psc,BA,nao,sim,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,nao,nao,sim,nao,sim,sim,sim
160640,ErosBiondini,Eros Biondini,ptb,MG,sim,nao votou,sim,sim,nao,sim,sim,sim,nao,sim,sim,sim,sim,nao,nao,sim,nao,sim,sim,sim
160649,EsperidiaoAmin,Esperidião Amin,pp,SC,nao,nao votou,nao,sim,sim,sim,nao,nao,sim,sim,sim,sim,nao,nao,nao,sim,nao,sim,nao,sim
178871,EvairdeMelo,Evair de Melo,pv,ES,nao,sim,nao,sim,nao,sim,nao,sim,sim,nao,sim,sim,sim,sim,nao,sim,sim,sim,sim,sim
